Word1,Word2,Word1_Freq,Word2_Freq,Bigram_Freq
fidget,pyotr,13,834,1
petrovitch,accept,331,179,1
accept,reproof,179,3,1
word,become,1439,598,2
become,persistent,598,27,1
love,future,1234,181,2
future,partner,181,10,1
partner,life,10,1043,1
outweigh,love,2,1234,1
brother,presence,548,125,1
intend,ask,156,1621,3
ask,mother,1621,762,5
necessary,explanation,138,155,5
explanation,point,155,586,1
point,importance,586,70,2
great,importance,1202,70,19
great,affect,1202,50,1
importance,affect,70,50,1
affect,dignity,50,121,1
dignity,son,121,307,1
turn,alexandrovna,1279,242,2
alexandrovna,yesterday,242,385,1
yesterday,presence,385,125,1
presence,razsudkin,125,1,1
forget,surname,458,12,2
bow,razumihin,218,344,1
razumihin,insult,344,200,1
insult,misrepresent,200,4,1
misrepresent,idea,4,798,1
idea,express,798,205,2
private,conversation,52,294,2
private,drink,52,329,1
conversation,drink,294,329,1
conversation,coffee,294,49,1
experience,trouble,62,212,1
advantageous,conjugal,15,3,1
conjugal,point,3,586,1
conjugal,view,3,164,1
live,luxury,606,16,2
moral,character,92,219,1
character,son,219,307,1
son,exaggerate,307,41,1
exaggerate,significance,41,32,2
significance,word,32,1439,3
ridiculous,accuse,63,62,1
malicious,intention,35,94,1
happy,alexandrovna,208,242,1
opposite,conclusion,88,113,2
term,repeat,70,363,1
repeat,word,363,1439,6
word,letter,1439,544,1
letter,rodion,544,97,1
falter,alexandrovna,54,242,1
rodya,repeat,125,363,1
alexandrovna,dignity,242,121,1
bad,sense,376,168,1
sense,fact,168,885,1
good,mother,1595,762,5
luzhin,aggrieve,111,7,1
blame,rodion,196,97,1
alexandrovna,gain,242,112,1
gain,courage,112,22,1
write,raskolnikov,602,782,1
turn,luzhin,1279,111,1
money,yesterday,993,385,3
widow,man,92,2546,1
man,kill,2546,432,2
object,coarse,267,48,1
object,expression,267,318,1
coarse,expression,48,318,1
expression,conduct,318,71,1
conduct,girl,71,465,1
luzhin,quiver,111,69,1
enlarge,quality,10,33,1
quality,conduct,33,71,1
conduct,letter,71,544,1
letter,response,544,24,1
response,sister,24,314,1
mother,inquiry,762,79,1
good,point,1595,586,3
point,word,586,1439,2
word,falsehood,1439,13,1
falsehood,show,13,660,1
throw,money,329,993,4
worthless,person,29,382,1
person,family,382,388,1
finger,unfortunate,192,56,1
unfortunate,girl,56,465,1
associate,mother,11,762,1
alexandrovna,crimson,242,58,1
dounia,crimson,321,58,2
crimson,razumihin,58,344,1
crimson,knit,58,13,1
razumihin,knit,344,13,1
razumihin,brow,344,25,1
brow,luzhin,25,111,1
brow,smile,25,734,1
luzhin,smile,111,734,2
luzhin,lofty,111,58,1
smile,lofty,734,58,2
smile,sarcasm,734,13,1
lofty,sarcasm,58,13,1
agree,hope,203,240,1
hinder,pleasure,32,121,1
pleasure,family,121,388,1
pleasure,intimacy,121,12,1
family,intimacy,388,12,1
venture,request,80,84,1
spar,meeting,23,138,1
similar,meeting,20,138,1
compromise,appeal,34,52,1
honour,alexandrovna,216,242,1
letter,address,544,262,2
seem,think,1349,2317,3
authority,pyotr,76,834,1
authority,petrovitch,76,331,1
pyotr,dounia,834,321,1
dounia,tell,321,2482,1
tell,reason,2482,479,2
reason,desire,479,235,4
desire,disregard,235,13,1
lay,command,414,55,1
show,delicacy,660,30,4
particular,delicacy,98,30,1
particular,consideration,98,44,1
delicacy,consideration,30,44,1
case,sense,516,168,1
true,alexandrovna,475,242,1
petrovna,legacy,507,6,1
legacy,seem,6,1349,1
seem,apropos,1349,14,1
apropos,judge,14,174,1
judge,remark,174,218,1
reckon,helplessness,126,10,1
helplessness,dounia,10,321,1
desire,hinder,235,32,1
hinder,discussion,32,31,1
discussion,secret,31,292,1
secret,proposal,292,26,1
secret,arkady,292,11,1
proposal,arkady,26,11,1
proposal,ivanovitch,26,82,1
entrust,brother,18,548,1
agreeable,interest,42,272,1
sister,ask,314,1621,1
white,anger,173,145,2
anger,pyotr,145,834,1
anger,petrovitch,145,331,1
much,confidence,1227,51,4
helplessness,victim,10,46,1
quiver,avdotya,69,119,1
insolence,cry,15,1704,1
cry,spring,1704,80,1
dounia,spring,321,80,1
alexandrovna,intervene,242,18,1
dounia,man,321,2546,1
blame,agree,196,203,1
wrong,action,184,157,1
alexandrovna,luzhin,242,111,1
luzhin,storm,111,26,1
storm,frenzy,26,75,1
lead,account,267,254,1
last,complaint,1586,25,1
characteristic,pyotr,58,834,1
characteristic,petrovitch,58,331,1
pale,anger,238,145,3
effort,restrain,97,98,1
help,break,383,397,1
help,laughter,383,148,1
furious,expense,43,57,1
expense,expense,57,57,1
speak,trunk,1198,28,1
conductor,bring,3,817,1
think,pyotr,2317,834,4
bind,hand,138,1662,1
hand,foot,1662,308,10
please,avdotya,294,119,1
avdotya,implore,119,26,1
romanovna,implore,112,26,1
implore,pyotr,26,834,1
unable,control,127,74,1
gossip,town,45,549,2
town,spread,549,39,1
district,regard,50,116,1
regard,reputation,116,46,1
reputation,disregard,46,13,1
reputation,public,46,161,1
disregard,public,13,161,1
disregard,opinion,13,251,1
public,opinion,161,251,10
opinion,sake,251,224,1
sake,reinstate,224,1,1
reinstate,reputation,1,46,1
reckon,fitting,126,6,1
fitting,return,6,331,1
look,gratitude,2970,39,1
gratitude,part,39,524,1
disregard,universal,13,40,1
disregard,verdict,13,15,1
universal,verdict,40,15,1
fellow,want,375,1315,1
fellow,head,375,804,2
want,head,1315,804,1
want,smash,1315,15,1
head,smash,804,15,1
smash,cry,15,1704,1
mean,spiteful,1062,64,1
mean,man,1062,2546,8
spiteful,man,64,2546,5
movement,cry,93,1704,2
cry,hold,1704,550,8
raskolnikov,hold,782,550,1
hold,razumihin,550,344,1
pyotr,gaze,834,289,1
petrovitch,gaze,331,289,2
second,pale,304,238,1
pale,work,238,382,1
work,anger,382,145,2
man,carry,2546,332,5
heart,vindictive,897,19,1
felt,raskolnikov,657,782,1
imagine,case,284,516,1
right,chapter,927,172,2
chapter,fact,172,885,1
iii,fact,53,885,1
degree,dream,88,348,1
dream,destitute,348,10,1
destitute,defenceless,10,5,1
destitute,woman,10,1047,1
defenceless,woman,5,1047,1
defenceless,escape,5,139,1
woman,escape,1047,139,1
escape,control,139,74,3
control,conviction,74,132,1
conviction,strengthen,132,15,1
strengthen,vanity,15,69,1
vanity,conceit,69,13,1
conceit,conceit,13,13,1
conceit,point,13,586,1
point,fatuity,586,1,1
fatuity,pyotr,1,834,1
fatuity,petrovitch,1,331,1
way,insignificance,1198,4,1
high,opinion,285,251,6
opinion,intelligence,251,50,1
intelligence,capacity,50,24,1
gloat,solitude,10,33,1
solitude,image,33,60,1
image,glass,60,159,1
love,value,1234,59,1
money,amass,993,10,1
amass,labour,10,17,1
sort,device,699,3,1
device,money,3,993,1
remind,dounia,74,321,1
spite,evil,337,75,1
spite,report,337,77,1
evil,report,75,77,1
evil,pyotr,75,834,1
report,pyotr,77,834,1
report,petrovitch,77,331,1
pyotr,speak,834,1198,2
petrovitch,speak,331,1198,1
speak,perfect,1198,104,2
speak,sincerity,1198,25,1
perfect,sincerity,104,25,2
felt,indignant,657,28,2
dounia,offer,321,181,1
aware,groundlessness,123,1,1
gossip,story,45,386,1
contradict,marfa,29,143,1
contradict,petrovna,29,507,1
warm,dounia,79,321,1
dounia,defence,321,11,1
resolution,lift,32,94,1
resolution,dounia,32,321,1
lift,dounia,94,321,1
dounia,level,321,36,1
level,regard,36,116,1
regard,something,116,1444,1
something,heroic,1444,8,1
secret,cherish,292,24,1
cherish,admire,24,33,1
fail,admire,105,33,1
reap,fruit,3,15,1
deed,hear,51,1132,1
hear,flattery,1132,12,1
agreeable,flattery,42,12,1
unrecognised,dounia,3,321,1
voluptuous,dream,6,348,1
voluptuous,marriage,6,163,1
dream,marriage,348,163,1
wait,amass,639,10,1
wait,money,639,993,2
amass,money,10,993,2
money,brood,993,17,1
brood,relish,17,18,1
relish,profound,18,47,1
profound,secret,47,292,1
image,girl,60,465,1
good,birth,1595,37,3
good,education,1595,80,7
birth,education,37,80,1
education,timid,80,48,1
life,look,1043,2970,2
saviour,worship,14,31,1
worship,admire,31,33,1
many,scene,532,179,2
many,episode,532,33,1
amorous,episode,2,33,1
episode,imagine,33,284,1
imagine,seductive,284,5,1
seductive,playful,5,19,1
seductive,theme,5,11,1
playful,theme,19,11,1
behold,dream,32,348,1
realise,beauty,74,124,1
beauty,education,124,80,3
education,avdotya,80,119,1
education,romanovna,80,112,1
helpless,position,32,283,1
great,allurement,1202,2,1
girl,pride,465,127,1
pride,character,127,219,1
character,virtue,219,41,1
virtue,education,41,80,1
education,breed,80,8,1
grateful,life,47,1043,1
life,heroic,1043,8,1
heroic,condescension,8,11,1
absolute,power,66,142,3
unbounded,power,13,142,2
reflection,hesitation,48,25,1
important,change,191,330,2
change,career,330,58,2
wide,circle,81,71,2
wide,business,81,320,1
circle,business,71,320,1
change,dream,330,348,1
dream,rise,348,287,2
class,seem,105,1349,2
society,seem,245,1349,2
likely,realise,163,74,1
fact,determine,885,74,1
determine,try,74,630,2
try,fortune,630,92,7
fortune,petersburg,92,323,1
deal,fascination,250,7,1
virtuous,educate,18,31,1
educate,woman,31,1047,1
wonder,attract,246,60,1
throw,aureole,329,1,1
throw,round,329,493,11
aureole,round,1,493,1
everything,ruin,811,138,1
sudden,rupture,239,11,2
sudden,affect,239,50,1
horrible,rupture,46,11,1
horrible,affect,46,50,1
rupture,affect,11,50,1
clap,thunder,23,20,3
hideous,joke,34,128,1
joke,absurdity,128,30,1
tiny,masterful,58,1,1
bit,masterful,158,1,1
joke,carry,128,332,1
set,smooth,420,17,1
right,smooth,927,17,1
crush,milksop,110,2,1
help,recall,383,121,1
help,razumihin,383,344,1
recall,razumihin,121,344,1
put,level,1071,36,2
man,dread,2546,58,1
dread,earnest,58,61,1
earnest,svidrigaïlov,61,205,1
great,attend,1202,26,1
deal,attend,250,26,1
blame,anyone,196,277,2
kiss,embrace,308,85,5
embrace,mother,85,762,3
tempt,money,28,993,1
honour,brother,216,548,1
base,man,75,2546,5
nothing,tempt,1567,28,1
blame,brother,196,548,1
god,deliver,803,26,2
deliver,god,26,803,1
alexandrovna,mutter,242,297,1
mutter,half,297,387,1
minute,laugh,677,1027,2
pass,alexandrovna,521,242,1
alexandrovna,surprise,242,347,1
morning,think,497,2317,7
morning,rupture,497,11,1
think,rupture,2317,11,1
luzhin,misfortune,111,38,1
terrible,misfortune,241,38,2
terrible,razumihin,241,344,1
misfortune,razumihin,38,344,1
dare,express,326,205,3
express,joy,205,130,1
fever,excitement,101,159,3
fall,heart,272,897,1
right,devote,927,45,1
devote,life,45,1043,6
serve,anything,126,796,1
felt,afraid,657,541,3
felt,think,657,2317,1
afraid,think,541,2317,2
think,possibility,2317,44,1
possibility,dare,44,326,1
imagination,range,40,10,1
range,raskolnikov,10,782,1
place,sullen,704,19,1
sullen,indifferent,19,19,1
rid,luzhin,70,111,1
luzhin,seem,111,1349,1
dounia,help,321,383,1
help,think,383,2317,7
alexandrovna,watch,242,300,1
dounia,approach,321,156,1
alexandrovna,raise,242,265,1
rouble,desire,543,235,1
account,cry,254,1704,3
dare,offer,326,181,2
offer,money,181,993,7
raskolnikov,repeat,782,363,4
repeat,dryly,363,15,1
dryly,conversation,15,294,1
conversation,svidrigaïlov,294,205,1
svidrigaïlov,omit,205,32,1
omit,account,32,254,2
visitation,marfa,1,143,1
visitation,petrovna,1,507,1
marfa,wish,143,368,1
petrovna,wish,507,368,1
wish,avoid,368,111,3
avoid,talk,111,1065,2
unnecessary,talk,27,1065,1
ask,dounia,1621,321,3
help,assure,383,226,1
passing,infatuation,23,6,1
luzhin,talk,111,1065,1
minute,forget,677,458,1
fix,girl,159,465,1
girl,doubt,465,343,1
course,refuse,1125,197,3
refuse,money,197,993,3
money,account,993,254,2
think,mad,2317,199,6
marfa,seem,143,1349,1
petrovna,seem,507,1349,4
great,impression,1202,178,12
god,rest,803,310,2
god,soul,803,341,1
rest,soul,310,341,4
soul,exclaim,341,181,1
rodya,morning,125,497,1
pocket,dounia,235,321,1
plan,pawn,151,24,1
avoid,borrowing,111,3,1
borrowing,man,3,2546,1
man,offer,2546,181,2
offer,dounia,181,321,1
dounia,seem,321,1349,1
dounia,impress,321,56,1
seem,impress,1349,56,2
impress,svidrigaïlov,56,205,1
svidrigaïlov,offer,205,181,1
stand,meditate,1039,10,1
terrible,plan,241,151,1
shudder,raskolnikov,79,782,1
shudder,notice,79,475,1
raskolnikov,disproportionate,782,2,1
notice,disproportionate,475,2,1
notice,terror,475,141,1
disproportionate,terror,2,141,1
romanovna,dounia,112,321,1
dounia,hold,321,550,1
smile,hold,734,550,1
look,anxiety,2970,95,2
alexandrovna,gaze,242,289,1
talk,razumihin,1065,344,1
razumihin,speaker,344,29,1
plan,capital,151,79,1
plan,enterprise,151,14,2
capital,enterprise,79,14,1
capital,listen,79,702,1
enterprise,listen,14,702,1
whole,project,889,23,1
flash,head,142,804,1
head,morning,804,497,1
morning,anything,497,796,1
capital,thousand,79,614,1
live,pension,606,31,1
bother,borrow,29,45,1
cent,interest,8,272,1
year,resolve,871,60,1
resolve,borrow,60,45,2
lend,thousand,35,614,1
unfold,project,20,23,1
explain,length,378,81,1
publisher,bookseller,8,2,1
bookseller,nothing,2,1567,1
bad,publisher,376,8,1
decent,publication,37,10,1
decent,pay,37,324,1
publication,pay,10,324,1
pay,rule,324,85,1
considerable,razumihin,57,344,1
dream,set,348,420,1
work,publisher,382,8,1
publisher,office,8,87,1
european,language,25,57,1
tell,raskolnikov,2482,782,3
tell,day,2482,1711,7
raskolnikov,day,782,1711,1
german,object,111,267,1
object,persuade,267,125,1
half,translation,387,12,1
translation,half,12,387,1
half,payment,387,20,1
chance,slip,126,94,3
chief,mean,140,1062,2
chief,success,140,64,1
mean,success,1062,64,1
success,money,64,993,1
lot,work,159,382,2
splendid,profit,57,16,1
profit,book,16,232,1
point,business,586,320,1
want,translate,1315,21,1
translate,publishing,21,6,1
publishing,learn,6,199,1
business,need,320,499,2
saint,pot,63,15,1
tell,publisher,2482,8,1
publisher,dare,8,326,1
business,side,320,427,2
business,printing,320,11,1
side,printing,427,11,1
printing,paper,11,240,1
small,way,185,1198,1
eye,shone,1211,15,9
course,put,1125,1071,1
put,alexandrovna,1071,242,2
good,idea,1595,798,5
untried,course,1,1125,1
look,rodya,2970,125,1
think,brother,2317,548,1
dream,publishing,348,6,1
publishing,firm,6,53,1
book,sure,232,357,1
sure,success,357,64,2
hurrah,cry,23,1704,4
furnish,rent,25,11,1
furnish,moderate,25,7,1
rent,moderate,11,7,1
moderate,room,7,1129,1
room,suppose,1129,347,1
watch,bring,300,817,1
bring,money,817,993,6
money,everything,993,811,1
everything,arrange,811,110,1
alexandrovna,dismay,242,43,1
ask,dismay,1621,43,3
minute,cry,677,1704,4
razumihin,dounia,344,321,1
look,brother,2970,548,4
brother,wonder,548,246,1
incredulous,wonder,7,246,2
wonder,hold,246,550,2
hold,cap,550,87,3
cap,hand,87,1662,4
think,bury,2317,58,1
attempt,smile,106,734,2
turn,smile,1279,734,3
somehow,aloud,142,149,1
uttered,aloud,15,149,2
look,determination,2970,40,1
sharp,determination,49,40,1
tell,mother,2482,762,9
part,time,524,2625,4
time,feel,2625,533,3
feel,ill,533,209,4
begin,hate,1745,91,7
sister,alarm,314,205,1
alarm,razumihin,205,344,1
rodya,reconcile,125,31,1
poor,mother,422,762,4
mother,turn,762,1279,1
room,dounia,1129,321,2
room,overtook,1129,3,1
dounia,overtook,321,3,1
whisper,eye,324,1211,3
eye,indignation,1211,97,1
flash,indignation,142,97,1
indignation,look,97,2970,3
mutter,undertone,297,7,2
heartless,egoist,8,11,2
egoist,cry,11,1704,1
ear,squeeze,114,56,1
end,passage,622,114,2
hand,walk,1662,563,4
wit,end,51,622,3
end,raskolnikov,622,782,1
nothing,tell,1567,2482,10
dark,corridor,208,29,1
stand,lamp,1039,36,2
life,raskolnikov,1043,782,1
raskolnikov,burning,782,24,1
burning,intent,24,20,1
burning,eye,24,1211,2
intent,eye,20,1211,5
intent,grow,20,343,1
eye,grow,1211,343,2
moment,pierce,1301,17,1
pierce,soul,17,341,1
consciousness,razumihin,85,344,1
razumihin,something,344,1444,1
start,something,214,1444,1
start,strange,214,548,1
idea,hint,798,103,1
slip,awful,94,131,1
something,awful,1444,131,8
understood,side,75,427,1
side,razumihin,427,344,1
side,turn,427,1279,1
razumihin,pale,344,238,1
attempt,describe,106,157,4
describe,razumihin,157,344,1
protest,rodya,86,125,2
protest,need,86,499,1
rodya,need,125,499,1
rodya,rest,125,310,1
need,rest,499,310,3
rest,illness,310,114,1
illness,protest,114,86,1
rodya,sure,125,357,1
much,upset,1227,82,5
doctor,consultation,263,9,2
consultation,fact,9,885,1
razumihin,place,344,704,1
son,brother,307,548,1
brother,chapter,548,172,2
brother,iv,548,45,1
iv,raskolnikov,45,782,2
iv,straight,45,290,1
straight,house,290,888,2
house,canal,888,22,1
canal,sonia,22,399,1
bank,sonia,57,399,1
old,house,1356,888,8
green,house,70,888,1
house,storey,888,31,1
vague,direction,46,73,1
kapernaumov,tailor,10,9,1
corner,courtyard,304,13,1
courtyard,entrance,13,70,1
entrance,dark,70,208,1
dark,staircase,208,55,2
staircase,mount,55,41,1
gallery,round,10,493,1
whole,storey,889,31,2
storey,yard,31,93,1
wander,darkness,50,73,1
uncertain,turn,17,1279,1
turn,kapernaumov,1279,10,1
kapernaumov,door,10,750,1
door,door,750,750,4
door,pace,750,145,2
open,pace,682,145,1
voice,ask,588,1621,4
tiny,entry,58,20,1
broken,stand,43,1039,1
chair,stand,362,1039,6
chair,candle,362,111,1
stand,candle,1039,111,1
copper,candlestick,21,17,1
cry,sonia,1704,399,12
cry,weakly,1704,8,1
sonia,weakly,399,8,1
room,way,1129,1198,2
minute,sonia,677,399,2
candle,set,111,420,2
set,candlestick,420,17,1
disconcert,stand,29,1039,1
unexpected,visit,101,290,4
visit,colour,290,40,1
colour,rush,40,282,5
pale,tear,238,449,1
chair,table,362,520,5
scan,room,30,1129,2
room,door,1129,750,4
lead,wall,267,183,1
wall,left,183,152,1
side,right,427,927,3
hand,wall,1662,183,2
wall,door,183,750,1
lock,lead,121,267,1
flat,form,113,195,1
separate,sonia,32,399,1
sonia,room,399,1129,9
look,barn,2970,1,1
irregular,quadrangle,13,1,1
grotesque,appearance,14,183,1
appearance,wall,183,183,1
wall,window,183,340,2
canal,aslant,22,2,1
corner,form,304,195,2
form,acute,195,18,1
acute,angle,18,5,2
strong,light,176,346,2
corner,obtuse,304,2,1
big,room,111,1129,3
corner,right,304,927,2
right,bedstead,927,10,1
bedstead,beside,10,231,1
door,chair,750,362,2
chair,plain,362,48,1
plain,deal,48,250,2
plain,table,48,520,1
deal,table,250,520,6
deal,cover,250,153,1
table,cover,520,153,4
cover,blue,153,61,1
blue,cloth,61,14,1
blue,stand,61,1039,1
cloth,stand,14,1039,1
stand,table,1039,520,5
opposite,wall,88,183,5
wall,acute,183,18,1
acute,stand,18,1039,1
angle,stand,5,1039,1
stand,plain,1039,48,1
small,plain,185,48,1
small,wooden,185,50,3
small,chest,185,71,1
plain,wooden,48,50,2
plain,chest,48,71,1
wooden,chest,50,71,2
wooden,drawer,50,35,1
chest,look,71,2970,1
drawer,look,35,2970,1
room,yellow,1129,61,1
yellow,scratch,61,12,1
scratch,shabby,12,24,1
black,corner,139,304,1
full,fume,302,14,4
fume,winter,14,34,1
bedstead,curtain,10,39,1
curtain,sonia,39,399,1
curtain,look,39,2970,1
sonia,silence,399,305,1
look,silence,2970,305,2
silence,visitor,305,232,1
scrutinise,room,28,1129,1
tremble,terror,247,141,2
stand,judge,1039,174,1
judge,arbiter,174,3,2
arbiter,destiny,3,37,2
lift,eye,94,1211,8
mutter,sonia,297,399,2
sonia,oh,399,1118,2
lay,mean,414,1062,1
landlady,clock,98,193,1
strike,hear,344,1132,1
sonia,voice,399,588,1
voice,shook,588,14,1
morning,mind,497,851,1
raise,brood,265,17,1
brood,eye,17,1211,1
stand,sit,1039,1134,4
voice,gentle,588,55,1
hand,transparent,1662,6,1
hand,sonia,1662,399,1
hand,smile,1662,734,4
sonia,smile,399,734,2
live,home,606,469,3
face,sound,1410,175,1
sound,voice,175,588,3
voice,change,588,330,3
rent,room,11,1129,1
afraid,room,541,1129,1
kind,answer,278,818,2
answer,sonia,818,399,1
furniture,everything,34,811,1
kind,child,278,758,2
kind,woman,278,1047,2
house,serf,888,37,1
eldest,stammer,24,25,1
father,tell,1140,2482,8
katerina,kneel,427,43,1
ivanovna,kneel,635,43,1
sonia,confuse,399,44,1
fancy,saw,331,589,2
clock,seem,193,1349,1
seem,walk,1349,563,1
front,look,97,2970,1
sonia,whisper,399,324,3
katerina,use,427,663,1
ivanovna,use,635,663,2
ivanovna,beat,635,201,1
sonia,plaintive,399,8,1
sonia,emphasis,399,12,1
plaintive,emphasis,8,12,1
hand,distress,1662,69,1
distress,ah,69,312,1
child,mind,758,851,1
clever,use,145,663,2
generous,kind,71,278,1
kind,ah,278,312,1
understand,sonia,1051,399,1
hand,excitement,1662,159,2
excitement,distress,159,69,1
distress,pale,69,238,1
pale,cheek,238,100,4
anguish,eye,56,1211,1
speak,champion,1198,15,1
champion,express,15,205,1
express,something,205,1444,3
sort,compassion,699,35,2
reflect,feature,117,37,1
feature,face,37,1410,3
face,beat,1410,201,1
good,beat,1595,201,1
heaven,beat,201,201,1
unhappy,ah,142,312,1
unhappy,ill,142,209,1
seek,righteousness,114,3,1
beg,drink,317,329,1
sonia,articulate,399,37,2
landlady,hear,98,1132,1
win,stay,639,341,2
sonia,agitate,399,52,1
little,bird,1465,46,5
mind,unhinge,851,9,4
minute,worry,677,169,1
worry,child,169,758,1
child,everything,758,811,2
everything,right,811,927,2
hand,spit,1662,22,1
hand,blood,1662,221,3
spit,weep,22,138,1
blood,weep,221,138,1
begin,knock,1745,137,6
begin,head,1745,804,1
head,wall,804,183,7
wall,despair,183,172,1
borrow,money,45,993,14
little,money,1465,993,6
native,town,16,549,4
set,boarding,420,1,1
boarding,school,1,100,1
daughter,gentleman,243,637,2
begin,splendid,1745,57,1
new,splendid,511,57,1
splendid,life,57,1043,1
kiss,hug,308,20,4
hug,comfort,20,102,1
faith,faith,169,169,2
faith,fancy,169,331,1
wash,cleaning,48,2,1
cleaning,mend,2,11,1
mend,drag,11,80,1
drag,wash,80,48,1
drag,tub,80,6,1
wash,tub,48,6,1
tub,room,6,1129,1
feeble,hand,24,1662,1
feeble,sank,24,24,1
hand,sank,1662,24,1
sank,bed,24,299,1
bed,gasp,299,53,1
morning,shop,497,64,1
shop,shoe,64,33,1
shoe,polenka,33,44,1
polenka,lida,44,22,2
pick,dear,115,480,1
dear,boot,480,77,1
little,boot,1465,77,4
shop,burst,64,159,1
burst,cry,159,1704,6
understand,living,1051,92,1
sorry,sonia,174,399,1
sonia,fly,399,248,1
everything,oh,811,1118,4
everything,dear,811,480,2
bring,tear,817,449,1
day,sonia,1711,399,4
sonia,hand,399,1662,3
hand,speak,1662,1198,1
speak,pain,1198,76,1
read,something,561,1444,9
something,sonia,1444,399,2
sonia,head,399,804,2
head,read,804,561,2
ache,read,58,561,1
use,hold,663,550,2
hold,funny,550,51,1
funny,book,51,232,1
want,read,1315,561,4
chiefly,show,32,660,1
chiefly,katerina,32,427,1
show,katerina,660,427,1
show,ivanovna,660,635,1
katerina,collar,427,27,1
ivanovna,collar,635,27,1
collar,lizaveta,27,159,1
lizaveta,pedlar,159,6,2
pedlar,sell,6,98,1
sell,collar,98,27,2
collar,cuff,27,9,2
collar,cheap,27,22,1
cuff,cheap,9,22,1
much,put,1227,1071,2
glass,delight,159,163,1
glass,admire,159,33,1
anyone,anything,277,796,3
sooner,everything,61,811,1
grieve,refuse,35,197,1
grieve,collar,35,27,1
saw,ah,589,312,1
word,ah,1439,312,3
sonia,ask,399,1621,2
ask,surprise,1621,347,6
surprise,katerina,347,427,1
ivanovna,consumption,635,25,1
consumption,consumption,25,25,1
rapid,consumption,61,25,2
pause,answer,109,818,1
answer,question,818,897,68
sonia,clutch,399,61,1
clutch,hand,61,1662,4
good,sonia,1595,399,1
sonia,repeat,399,363,1
repeat,dismay,363,43,1
evident,idea,96,798,2
sonia,face,399,1410,3
face,awful,1410,131,1
work,awful,382,131,1
work,terror,382,141,2
harsh,smile,9,734,1
cough,beg,56,317,1
beg,knock,317,137,1
last,sonia,1586,399,2
sonia,overburden,399,1,1
overburden,bosom,1,39,1
bosom,listen,39,702,1
listen,look,702,2970,5
hand,dumb,1662,30,1
hand,entreaty,1662,23,2
dumb,entreaty,30,23,1
room,minute,1129,677,6
pass,sonia,521,399,3
stand,hand,1039,1662,2
terrible,dejection,241,14,1
rainy,day,1,1711,1
ask,stop,1621,411,2
whisper,sonia,324,399,4
pace,room,145,1129,10
rush,face,282,1410,3
whisper,painful,324,72,1
painful,effort,72,97,6
polenka,doubt,44,343,1
sonia,cry,399,1704,4
sonia,aloud,399,149,1
cry,aloud,1704,149,17
cry,desperation,1704,7,2
aloud,desperation,149,7,1
stab,god,23,803,1
anything,awful,796,131,1
god,protect,803,37,2
protect,god,37,803,1
repeat,beside,363,231,1
answer,sort,818,699,1
sort,malignance,699,1,1
malignance,laugh,1,1027,1
change,tremor,330,16,1
tremor,pass,16,521,2
unutterable,reproach,5,97,1
unutterable,try,5,630,1
reproach,try,97,630,1
speak,break,1198,397,1
break,bitter,397,70,3
bitter,bitter,70,70,1
bitter,sob,70,83,2
bitter,hide,70,217,1
sob,hide,83,217,2
hide,face,217,1410,41
face,hand,1410,1662,45
ivanovna,mind,635,851,1
brief,silence,58,305,5
room,silence,1129,305,1
glitter,put,26,1071,1
shoulder,straight,175,290,2
straight,tearful,290,15,1
tearful,face,15,1410,2
drop,ground,255,189,1
ground,kiss,189,308,3
kiss,foot,308,308,12
foot,sonia,308,399,1
foot,draw,308,258,1
sonia,draw,399,258,1
look,madman,2970,52,2
mutter,turn,297,1279,2
mutter,pale,297,238,1
sudden,anguish,239,56,2
sudden,clutch,239,61,1
anguish,clutch,56,61,1
clutch,heart,61,897,2
window,listen,340,702,2
insolent,man,30,2546,2
sister,honour,314,216,1
honour,sit,216,1134,1
presence,cry,125,1704,1
dishonourable,ah,8,312,1
dishonour,sin,9,134,1
great,sinner,1202,32,5
bad,sin,376,134,1
destroy,betray,56,85,1
live,filth,606,8,1
filth,loathe,8,31,1
help,anyone,383,277,2
anything,tell,796,2482,3
shame,degradation,133,18,2
degradation,exist,18,150,1
exist,side,150,427,5
opposite,holy,88,119,1
good,thousand,1595,614,1
time,wise,2625,46,1
wise,leap,46,70,1
leap,water,70,182,1
water,end,182,622,1
ask,gaze,1621,289,2
eye,anguish,1211,56,1
surprise,suggestion,347,37,1
suggestion,raskolnikov,37,782,1
suggestion,look,37,2970,1
despair,end,172,622,1
wonder,suggestion,246,37,1
notice,cruelty,475,14,1
cruelty,word,14,1439,1
significance,reproach,32,97,1
reproach,peculiar,97,99,1
peculiar,attitude,99,47,1
attitude,shame,47,133,1
course,notice,1125,475,2
thought,disgraceful,549,28,1
disgraceful,shameful,28,55,1
disgraceful,position,28,283,1
shameful,position,55,283,1
shameful,torture,55,104,1
position,torture,283,104,1
hitherto,hinder,52,32,1
hinder,put,32,1071,1
poor,orphan,422,36,4
poor,child,422,758,9
little,orphan,1465,36,2
orphan,child,36,758,2
child,pitiful,758,20,1
pitiful,katerina,20,427,1
pitiful,ivanovna,20,635,1
katerina,knock,427,137,1
ivanovna,knock,635,137,1
wall,consumption,183,25,1
consumption,meant,25,49,1
meant,sonia,49,399,1
character,amount,219,51,1
amount,education,51,80,1
case,remain,516,302,1
confront,question,17,897,1
bring,jump,817,205,1
jump,water,205,182,1
water,course,182,1125,1
